DICOFR ,Ref_Municipio_INE,Concelho,Freguesia,Orgao,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Percentagem,M,Tipo,dsc_municipio
10200,102,ALBERGARIA-A-VELHA,NULL,CM,22811,13110,387,275,B.E.,203,"1,63",0,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,AM,22811,13114,439,287,B.E.,300,"2,42",0,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,CM,22811,13110,387,275,CDS-PP,5701,"45,8",4,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,AM,22811,13114,439,287,CDS-PP,5508,"44,46",10,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,CM,22811,13110,387,275,PPD/PSD,4858,"39,03",3,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,AM,22811,13114,439,287,PPD/PSD,4827,"38,97",9,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,CM,22811,13110,387,275,PS,1307,"10,5",0,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,AM,22811,13114,439,287,PS,1395,"11,26",2,Partido,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,CM,22811,13110,387,275,PCP-PEV,379,"3,04",0,Coligação,ALBERGARIA-A-VELHA
10200,102,ALBERGARIA-A-VELHA,NULL,AM,22811,13114,439,287,PCP-PEV,358,"2,89",0,Coligação,ALBERGARIA-A-VELHA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,PPD/PSD,2830,"37,97",8,Partido,ALBUFEIRA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,PS,2445,"32,8",7,Partido,ALBUFEIRA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,PCP-PEV,918,"12,32",2,Coligação,ALBUFEIRA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,CDS-PP.MPT.PPM,238,"3,19",0,Coligação,ALBUFEIRA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,V.I.V.A.,703,"9,43",2,Grupos Cidadãos Eleitores,ALBUFEIRA
80106,801,ALBUFEIRA,ALBUFEIRA E OLHOS DE ÁGUA,AF,22243,8192,469,269,M.I.M.A.,320,"4,29",0,Grupos Cidadãos Eleitores,ALBUFEIRA
80104,801,ALBUFEIRA,FERREIRAS,AF,4841,2292,100,85,PPD/PSD,614,"29,14",3,Partido,ALBUFEIRA
80104,801,ALBUFEIRA,FERREIRAS,AF,4841,2292,100,85,PS,956,"45,37",5,Partido,ALBUFEIRA
80104,801,ALBUFEIRA,FERREIRAS,AF,4841,2292,100,85,PCP-PEV,178,"8,45",0,Coligação,ALBUFEIRA
80104,801,ALBUFEIRA,FERREIRAS,AF,4841,2292,100,85,CDS-PP.MPT.PPM,68,"3,23",0,Coligação,ALBUFEIRA
80104,801,ALBUFEIRA,FERREIRAS,AF,4841,2292,100,85,V.I.V.A.,291,"13,81",1,Grupos Cidadãos Eleitores,ALBUFEIRA
80102,801,ALBUFEIRA,GUIA,AF,3084,1575,63,34,PPD/PSD,739,50,5,Partido,ALBUFEIRA
80102,801,ALBUFEIRA,GUIA,AF,3084,1575,63,34,PS,620,"41,95",4,Partido,ALBUFEIRA
80102,801,ALBUFEIRA,GUIA,AF,3084,1575,63,34,PCP-PEV,79,"5,35",0,Coligação,ALBUFEIRA
80102,801,ALBUFEIRA,GUIA,AF,3084,1575,63,34,CDS-PP.MPT.PPM,40,"2,71",0,Coligação,ALBUFEIRA
80103,801,ALBUFEIRA,PADERNE,AF,2722,1431,47,26,PPD/PSD,448,"32,99",3,Partido,ALBUFEIRA
80103,801,ALBUFEIRA,PADERNE,AF,2722,1431,47,26,PS,606,"44,62",5,Partido,ALBUFEIRA
80103,801,ALBUFEIRA,PADERNE,AF,2722,1431,47,26,PCP-PEV,72,"5,3",0,Coligação,ALBUFEIRA
80103,801,ALBUFEIRA,PADERNE,AF,2722,1431,47,26,CDS-PP.MPT.PPM,22,"1,62",0,Coligação,ALBUFEIRA
80103,801,ALBUFEIRA,PADERNE,AF,2722,1431,47,26,M.I.P.,210,"15,46",1,Grupos Cidadãos Eleitores,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,CM,32890,13488,738,421,PPD/PSD,4847,"39,31",3,Partido,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,AM,32890,13492,810,458,PPD/PSD,4401,36,8,Partido,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,CM,32890,13488,738,421,PS,4284,"34,75",3,Partido,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,AM,32890,13492,810,458,PS,4286,"35,06",7,Partido,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,CM,32890,13488,738,421,PCP-PEV,1317,"10,68",0,Coligação,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,AM,32890,13492,810,458,PCP-PEV,1358,"11,11",2,Coligação,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,CM,32890,13488,738,421,CDS-PP.MPT.PPM,347,"2,81",0,Coligação,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,AM,32890,13492,810,458,CDS-PP.MPT.PPM,543,"4,44",1,Coligação,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,CM,32890,13488,738,421,V.I.V.A.,1534,"12,44",1,Grupos Cidadãos Eleitores,ALBUFEIRA
80100,801,ALBUFEIRA,NULL,AM,32890,13492,810,458,V.I.V.A.,1636,"13,38",3,Grupos Cidadãos Eleitores,ALBUFEIRA
150106,1501,ALCÁCER DO SAL,COMPORTA,AF,1068,630,20,14,B.E.,76,"12,75",1,Partido,ALCÁCER DO SAL
150106,1501,ALCÁCER DO SAL,COMPORTA,AF,1068,630,20,14,CDS-PP,19,"3,19",0,Partido,ALCÁCER DO SAL
150106,1501,ALCÁCER DO SAL,COMPORTA,AF,1068,630,20,14,PS,171,"28,69",3,Partido,ALCÁCER DO SAL
150106,1501,ALCÁCER DO SAL,COMPORTA,AF,1068,630,20,14,PCP-PEV,330,"55,37",5,Coligação,ALCÁCER DO SAL
150105,1501,ALCÁCER DO SAL,SÃO MARTINHO,AF,418,336,5,3,PS,89,"27,13",2,Partido,ALCÁCER DO SAL
150105,1501,ALCÁCER DO SAL,SÃO MARTINHO,AF,418,336,5,3,PCP-PEV,239,"72,87",5,Coligação,ALCÁCER DO SAL
150104,1501,ALCÁCER DO SAL,TORRÃO,AF,2013,1273,27,29,CDS-PP,15,"1,23",0,Partido,ALCÁCER DO SAL
150104,1501,ALCÁCER DO SAL,TORRÃO,AF,2013,1273,27,29,PPD/PSD,35,"2,88",0,Partido,ALCÁCER DO SAL
150104,1501,ALCÁCER DO SAL,TORRÃO,AF,2013,1273,27,29,PS,566,"46,51",4,Partido,ALCÁCER DO SAL
150104,1501,ALCÁCER DO SAL,TORRÃO,AF,2013,1273,27,29,PCP-PEV,601,"49,38",5,Coligação,ALCÁCER DO SAL
150107,1501,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,AF,7789,4528,94,94,B.E.,140,"3,23",0,Partido,ALCÁCER DO SAL
150107,1501,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,AF,7789,4528,94,94,CDS-PP,81,"1,87",0,Partido,ALCÁCER DO SAL
150107,1501,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,AF,7789,4528,94,94,PPD/PSD,148,"3,41",0,Partido,ALCÁCER DO SAL
150107,1501,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,AF,7789,4528,94,94,PS,1681,"38,73",5,Partido,ALCÁCER DO SAL
150107,1501,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,AF,7789,4528,94,94,PCP-PEV,2290,"52,76",8,Coligação,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,CM,11288,6767,183,159,B.E.,199,"3,1",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,AM,11288,6767,192,150,B.E.,254,"3,95",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,CM,11288,6767,183,159,CDS-PP,158,"2,46",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,AM,11288,6767,192,150,CDS-PP,151,"2,35",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,CM,11288,6767,183,159,PPD/PSD,227,"3,53",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,AM,11288,6767,192,150,PPD/PSD,231,"3,6",0,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,CM,11288,6767,183,159,PS,2215,"34,47",3,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,AM,11288,6767,192,150,PS,2271,"35,35",8,Partido,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,CM,11288,6767,183,159,PCP-PEV,3626,"56,44",4,Coligação,ALCÁCER DO SAL
150100,1501,ALCÁCER DO SAL,NULL,AM,11288,6767,192,150,PCP-PEV,3518,"54,75",13,Coligação,ALCÁCER DO SAL
140202,1402,ALCANENA,BUGALHOS,AF,995,570,18,18,PS,391,"73,22",5,Partido,ALCANENA
140202,1402,ALCANENA,BUGALHOS,AF,995,570,18,18,I.C.A.,143,"26,78",2,Grupos Cidadãos Eleitores,ALCANENA
140206,1402,ALCANENA,MINDE,AF,2931,1732,60,68,PCP-PEV,148,"9,23",1,Coligação,ALCANENA
140206,1402,ALCANENA,MINDE,AF,2931,1732,60,68,PPD/PSD.CDS-PP,645,"40,21",4,Coligação,ALCANENA
140206,1402,ALCANENA,MINDE,AF,2931,1732,60,68,J.F.M.,575,"35,85",3,Grupos Cidadãos Eleitores,ALCANENA
140206,1402,ALCANENA,MINDE,AF,2931,1732,60,68,I.C.A.,236,"14,71",1,Grupos Cidadãos Eleitores,ALCANENA
140207,1402,ALCANENA,MOITAS VENDA,AF,951,545,23,24,PS,248,"49,8",4,Partido,ALCANENA
140207,1402,ALCANENA,MOITAS VENDA,AF,951,545,23,24,PPD/PSD.CDS-PP,136,"27,31",2,Coligação,ALCANENA
140207,1402,ALCANENA,MOITAS VENDA,AF,951,545,23,24,IFM,114,"22,89",1,Grupos Cidadãos Eleitores,ALCANENA
140207,1402,ALCANENA,MOITAS VENDA,AF,951,545,23,24,I.C.A.,NULL,NULL,NULL,Grupos Cidadãos Eleitores,ALCANENA
140208,1402,ALCANENA,MONSANTO,AF,859,579,9,16,PS,188,"33,94",3,Partido,ALCANENA
140208,1402,ALCANENA,MONSANTO,AF,859,579,9,16,PCP-PEV,43,"7,76",0,Coligação,ALCANENA
140208,1402,ALCANENA,MONSANTO,AF,859,579,9,16,IFM,265,"47,83",4,Grupos Cidadãos Eleitores,ALCANENA
140208,1402,ALCANENA,MONSANTO,AF,859,579,9,16,I.C.A.,58,"10,47",0,Grupos Cidadãos Eleitores,ALCANENA
140209,1402,ALCANENA,SERRA DE SANTO ANTÓNIO,AF,783,466,20,13,PS,273,"63,05",5,Partido,ALCANENA
140209,1402,ALCANENA,SERRA DE SANTO ANTÓNIO,AF,783,466,20,13,PPD/PSD.CDS-PP,160,"36,95",2,Coligação,ALCANENA
140211,1402,ALCANENA,UNIÃO DAS FREGUESIAS DE ALCANENA E VILA MOREIRA,AF,4561,2445,70,88,PS,1176,"51,42",5,Partido,ALCANENA
140211,1402,ALCANENA,UNIÃO DAS FREGUESIAS DE ALCANENA E VILA MOREIRA,AF,4561,2445,70,88,PCP-PEV,272,"11,89",1,Coligação,ALCANENA
140211,1402,ALCANENA,UNIÃO DAS FREGUESIAS DE ALCANENA E VILA MOREIRA,AF,4561,2445,70,88,PPD/PSD.CDS-PP,484,"21,16",2,Coligação,ALCANENA
140211,1402,ALCANENA,UNIÃO DAS FREGUESIAS DE ALCANENA E VILA MOREIRA,AF,4561,2445,70,88,I.C.A.,355,"15,52",1,Grupos Cidadãos Eleitores,ALCANENA
140212,1402,ALCANENA,"UNIÃO DAS FREGUESIAS DE MALHOU, LOURICEIRA E ESPINHEIRO",AF,1729,1105,34,32,PS,516,"49,66",5,Partido,ALCANENA
140212,1402,ALCANENA,"UNIÃO DAS FREGUESIAS DE MALHOU, LOURICEIRA E ESPINHEIRO",AF,1729,1105,34,32,PCP-PEV,78,"7,51",0,Coligação,ALCANENA
140212,1402,ALCANENA,"UNIÃO DAS FREGUESIAS DE MALHOU, LOURICEIRA E ESPINHEIRO",AF,1729,1105,34,32,PPD/PSD.CDS-PP,241,"23,2",2,Coligação,ALCANENA
140212,1402,ALCANENA,"UNIÃO DAS FREGUESIAS DE MALHOU, LOURICEIRA E ESPINHEIRO",AF,1729,1105,34,32,I.C.A.,204,"19,63",2,Grupos Cidadãos Eleitores,ALCANENA
140200,1402,ALCANENA,NULL,CM,12809,7440,224,246,PS,3176,"45,57",4,Partido,ALCANENA
140200,1402,ALCANENA,NULL,AM,12809,7447,275,254,PS,2940,"42,5",9,Partido,ALCANENA
140200,1402,ALCANENA,NULL,CM,12809,7440,224,246,PCP-PEV,514,"7,37",0,Coligação,ALCANENA
140200,1402,ALCANENA,NULL,AM,12809,7447,275,254,PCP-PEV,618,"8,93",2,Coligação,ALCANENA
140200,1402,ALCANENA,NULL,CM,12809,7440,224,246,PPD/PSD.CDS-PP,2179,"31,26",2,Coligação,ALCANENA
140200,1402,ALCANENA,NULL,AM,12809,7447,275,254,PPD/PSD.CDS-PP,2037,"29,44",6,Coligação,ALCANENA
140200,1402,ALCANENA,NULL,CM,12809,7440,224,246,I.C.A.,1101,"15,8",1,Grupos Cidadãos Eleitores,ALCANENA
140200,1402,ALCANENA,NULL,AM,12809,7447,275,254,I.C.A.,1323,"19,12",4,Grupos Cidadãos Eleitores,ALCANENA
100102,1001,ALCOBAÇA,ALFEIZERÃO,AF,3453,1282,292,137,PPD/PSD,853,100,9,Partido,ALCOBAÇA
100120,1001,ALCOBAÇA,ALJUBARROTA,AF,5663,2992,144,137,CDS-PP,773,"28,51",4,Partido,ALCOBAÇA
100120,1001,ALCOBAÇA,ALJUBARROTA,AF,5663,2992,144,137,PCP-PEV,238,"8,78",1,Coligação,ALCOBAÇA
100120,1001,ALCOBAÇA,ALJUBARROTA,AF,5663,2992,144,137,iafep,1700,"62,71",8,Grupos Cidadãos Eleitores,ALCOBAÇA
100104,1001,ALCOBAÇA,BÁRRIO,AF,1397,771,70,47,PCP-PEV,185,"28,29",2,Coligação,ALCOBAÇA
100104,1001,ALCOBAÇA,BÁRRIO,AF,1397,771,70,47,iafp,469,"71,71",7,Grupos Cidadãos Eleitores,ALCOBAÇA
100105,1001,ALCOBAÇA,BENEDITA,AF,7278,4412,149,257,CDS-PP,1029,"25,69",3,Partido,ALCOBAÇA
100105,1001,ALCOBAÇA,BENEDITA,AF,7278,4412,149,257,PPD/PSD,1050,"26,21",4,Partido,ALCOBAÇA
100105,1001,ALCOBAÇA,BENEDITA,AF,7278,4412,149,257,PS,1331,"33,23",5,Partido,ALCOBAÇA
100105,1001,ALCOBAÇA,BENEDITA,AF,7278,4412,149,257,PCP-PEV,223,"5,57",0,Coligação,ALCOBAÇA
100105,1001,ALCOBAÇA,BENEDITA,AF,7278,4412,149,257,ipb,373,"9,31",1,Grupos Cidadãos Eleitores,ALCOBAÇA
100106,1001,ALCOBAÇA,CELA,AF,2937,1440,73,77,CDS-PP,109,"8,45",0,Partido,ALCOBAÇA
100106,1001,ALCOBAÇA,CELA,AF,2937,1440,73,77,PPD/PSD,706,"54,73",6,Partido,ALCOBAÇA
100106,1001,ALCOBAÇA,CELA,AF,2937,1440,73,77,PS,157,"12,17",1,Partido,ALCOBAÇA
100106,1001,ALCOBAÇA,CELA,AF,2937,1440,73,77,PCP-PEV,318,"24,65",2,Coligação,ALCOBAÇA
100108,1001,ALCOBAÇA,ÉVORA DE ALCOBAÇA,AF,3917,2274,81,72,CDS-PP,264,"12,45",1,Partido,ALCOBAÇA
100108,1001,ALCOBAÇA,ÉVORA DE ALCOBAÇA,AF,3917,2274,81,72,PPD/PSD,799,"37,67",4,Partido,ALCOBAÇA
100108,1001,ALCOBAÇA,ÉVORA DE ALCOBAÇA,AF,3917,2274,81,72,PS,405,"19,09",2,Partido,ALCOBAÇA
100108,1001,ALCOBAÇA,ÉVORA DE ALCOBAÇA,AF,3917,2274,81,72,PCP-PEV,88,"4,15",0,Coligação,ALCOBAÇA
100108,1001,ALCOBAÇA,ÉVORA DE ALCOBAÇA,AF,3917,2274,81,72,upf,565,"26,64",2,Grupos Cidadãos Eleitores,ALCOBAÇA
100109,1001,ALCOBAÇA,MAIORGA,AF,1789,1009,57,37,PPD/PSD,218,"23,83",2,Partido,ALCOBAÇA
100109,1001,ALCOBAÇA,MAIORGA,AF,1789,1009,57,37,PS,233,"25,46",2,Partido,ALCOBAÇA
100109,1001,ALCOBAÇA,MAIORGA,AF,1789,1009,57,37,PCP-PEV,135,"14,75",1,Coligação,ALCOBAÇA
100109,1001,ALCOBAÇA,MAIORGA,AF,1789,1009,57,37,ipm,329,"35,96",4,Grupos Cidadãos Eleitores,ALCOBAÇA
100112,1001,ALCOBAÇA,SÃO MARTINHO DO PORTO,AF,2509,1343,38,35,B.E.,68,"5,35",0,Partido,ALCOBAÇA
100112,1001,ALCOBAÇA,SÃO MARTINHO DO PORTO,AF,2509,1343,38,35,P.N.R.,13,"1,02",0,Partido,ALCOBAÇA
100112,1001,ALCOBAÇA,SÃO MARTINHO DO PORTO,AF,2509,1343,38,35,PPD/PSD,468,"36,85",3,Partido,ALCOBAÇA
100112,1001,ALCOBAÇA,SÃO MARTINHO DO PORTO,AF,2509,1343,38,35,fv,486,"38,27",4,Grupos Cidadãos Eleitores,ALCOBAÇA
100112,1001,ALCOBAÇA,SÃO MARTINHO DO PORTO,AF,2509,1343,38,35,SMP,235,"18,5",2,Grupos Cidadãos Eleitores,ALCOBAÇA
100114,1001,ALCOBAÇA,TURQUEL,AF,3758,2216,120,110,CDS-PP,786,"39,58",3,Partido,ALCOBAÇA
100114,1001,ALCOBAÇA,TURQUEL,AF,3758,2216,120,110,PPD/PSD,1200,"60,42",6,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,B.E.,91,"3,43",0,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,CDS-PP,543,"20,44",3,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,P.N.R.,42,"1,58",0,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,PPD/PSD,751,"28,28",4,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,PS,780,"29,37",4,Partido,ALCOBAÇA
100121,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,AF,6188,3030,210,164,PCP-PEV,449,"16,91",2,Coligação,ALCOBAÇA
100122,1001,ALCOBAÇA,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",AF,2957,1581,101,83,CDS-PP,134,"9,59",1,Partido,ALCOBAÇA
100122,1001,ALCOBAÇA,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",AF,2957,1581,101,83,PS,469,"33,57",3,Partido,ALCOBAÇA
100122,1001,ALCOBAÇA,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",AF,2957,1581,101,83,PCP-PEV,126,"9,02",0,Coligação,ALCOBAÇA
100122,1001,ALCOBAÇA,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",AF,2957,1581,101,83,ipudfcam,668,"47,82",5,Grupos Cidadãos Eleitores,ALCOBAÇA
100123,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,AF,5867,3084,176,102,CDS-PP,180,"6,41",0,Partido,ALCOBAÇA
100123,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,AF,5867,3084,176,102,PPD/PSD,1460,"52,03",8,Partido,ALCOBAÇA
100123,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,AF,5867,3084,176,102,PS,671,"23,91",3,Partido,ALCOBAÇA
100123,1001,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,AF,5867,3084,176,102,PCP-PEV,495,"17,64",2,Coligação,ALCOBAÇA
100116,1001,ALCOBAÇA,VIMEIRO,AF,1712,1083,49,43,CDS-PP,247,"24,92",2,Partido,ALCOBAÇA
100116,1001,ALCOBAÇA,VIMEIRO,AF,1712,1083,49,43,PPD/PSD,677,"68,31",7,Partido,ALCOBAÇA
100116,1001,ALCOBAÇA,VIMEIRO,AF,1712,1083,49,43,PCP-PEV,67,"6,76",0,Coligação,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,B.E.,566,"2,41",0,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,B.E.,661,"2,86",0,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,CDS-PP,4649,"19,83",1,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,CDS-PP,4371,"18,9",4,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,P.N.R.,245,"1,04",0,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,P.N.R.,270,"1,17",0,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,PPD/PSD,9565,"40,79",3,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,PPD/PSD,9144,"39,55",9,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,PS,5247,"22,38",2,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,PS,5425,"23,46",5,Partido,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,CM,49425,26517,1732,1337,PCP-PEV,3176,"13,54",1,Coligação,ALCOBAÇA
100100,1001,ALCOBAÇA,NULL,AM,49425,26516,1968,1426,PCP-PEV,3251,"14,06",3,Coligação,ALCOBAÇA
150201,1502,ALCOCHETE,ALCOCHETE,AF,9687,4879,235,161,CDS-PP,761,"16,98",2,Partido,ALCOCHETE
150201,1502,ALCOCHETE,ALCOCHETE,AF,9687,4879,235,161,PPD/PSD,373,"8,32",1,Partido,ALCOCHETE
150201,1502,ALCOCHETE,ALCOCHETE,AF,9687,4879,235,161,PS,755,"16,84",2,Partido,ALCOCHETE
150201,1502,ALCOCHETE,ALCOCHETE,AF,9687,4879,235,161,PCP-PEV,2594,"57,86",8,Coligação,ALCOCHETE
150202,1502,ALCOCHETE,SAMOUCO,AF,2587,1416,75,54,CDS-PP,75,"5,83",0,Partido,ALCOCHETE
150202,1502,ALCOCHETE,SAMOUCO,AF,2587,1416,75,54,PPD/PSD,154,"11,97",1,Partido,ALCOCHETE
150202,1502,ALCOCHETE,SAMOUCO,AF,2587,1416,75,54,PS,242,"18,8",2,Partido,ALCOCHETE
150202,1502,ALCOCHETE,SAMOUCO,AF,2587,1416,75,54,PCP-PEV,816,"63,4",6,Coligação,ALCOCHETE
150203,1502,ALCOCHETE,SÃO FRANCISCO,AF,1563,865,37,20,CDS-PP,95,"11,76",1,Partido,ALCOCHETE
150203,1502,ALCOCHETE,SÃO FRANCISCO,AF,1563,865,37,20,PPD/PSD,74,"9,16",1,Partido,ALCOCHETE
150203,1502,ALCOCHETE,SÃO FRANCISCO,AF,1563,865,37,20,PS,276,"34,16",3,Partido,ALCOCHETE
150203,1502,ALCOCHETE,SÃO FRANCISCO,AF,1563,865,37,20,PCP-PEV,363,"44,93",4,Coligação,ALCOCHETE
150200,1502,ALCOCHETE,NULL,CM,13837,7146,325,235,CDS-PP,971,"14,74",1,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,AM,13837,7166,356,246,CDS-PP,970,"14,78",3,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,CM,13837,7146,325,235,PPD/PSD,580,"8,81",0,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,AM,13837,7166,356,246,PPD/PSD,634,"9,66",2,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,CM,13837,7146,325,235,PS,1200,"18,22",1,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,AM,13837,7166,356,246,PS,1297,"19,76",4,Partido,ALCOCHETE
150200,1502,ALCOCHETE,NULL,CM,13837,7146,325,235,PCP-PEV,3835,"58,23",5,Coligação,ALCOCHETE
150200,1502,ALCOCHETE,NULL,AM,13837,7166,356,246,PCP-PEV,3663,"55,8",12,Coligação,ALCOCHETE
80202,802,ALCOUTIM,GIÕES,AF,245,182,4,5,PPD/PSD,79,"45,66",4,Partido,ALCOUTIM
80202,802,ALCOUTIM,GIÕES,AF,245,182,4,5,PS,75,"43,35",3,Partido,ALCOUTIM
80202,802,ALCOUTIM,GIÕES,AF,245,182,4,5,PCP-PEV,19,"10,98",0,Coligação,ALCOUTIM
80203,802,ALCOUTIM,MARTIM LONGO,AF,1022,778,30,19,PPD/PSD,327,"44,86",4,Partido,ALCOUTIM
80203,802,ALCOUTIM,MARTIM LONGO,AF,1022,778,30,19,PS,378,"51,85",5,Partido,ALCOUTIM
80203,802,ALCOUTIM,MARTIM LONGO,AF,1022,778,30,19,PCP-PEV,24,"3,29",0,Coligação,ALCOUTIM
80206,802,ALCOUTIM,UNIÃO DAS FREGUESIAS DE ALCOUTIM E PEREIRO,AF,1050,805,12,13,PPD/PSD,298,"38,21",4,Partido,ALCOUTIM
181800,1818,SERNANCELHE,NULL,AM,6708,4700,60,70,PPD/PSD,2449,"53,59",9,Partido,SERNANCELHE
181800,1818,SERNANCELHE,NULL,CM,6708,4700,55,74,PS,1899,"41,54",2,Partido,SERNANCELHE
181800,1818,SERNANCELHE,NULL,AM,6708,4700,60,70,PS,1904,"41,66",6,Partido,SERNANCELHE
181800,1818,SERNANCELHE,NULL,CM,6708,4700,55,74,PCP-PEV,16,"0,35",0,Coligação,SERNANCELHE
181800,1818,SERNANCELHE,NULL,AM,6708,4700,60,70,PCP-PEV,28,"0,61",0,Coligação,SERNANCELHE
